wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;anzspr;aenderung_am;aenderung_durch
BRGRAZ12;0708;KPÖ;Kommunistische Partei Österreichs;5;422;55;367;34;1;25.11.2012 06:33:57;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:34:04
BRGRAZ12;0709;SPÖ;Sozialdemokratische Partei Österreichs;1;365;36;329;53;1;25.11.2012 07:52:36;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:52:44
BRGRAZ12;0709;ÖVP;Österreichische Volkspartei;2;365;36;329;141;1;25.11.2012 07:52:36;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:52:44
BRGRAZ12;0709;FPÖ;Freiheitliche Partei Österreichs;3;365;36;329;56;1;25.11.2012 07:52:36;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:52:44
BRGRAZ12;0709;GRÜNE;Die Grünen - Die Grüne Alternative;4;365;36;329;20;1;25.11.2012 07:52:36;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:52:44
BRGRAZ12;0709;KPÖ;Kommunistische Partei Österreichs;5;365;36;329;59;1;25.11.2012 07:52:36;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:52:44
BRGRAZ12;0710;SPÖ;Sozialdemokratische Partei Österreichs;1;408;16;392;93;1;25.11.2012 06:19:22;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:19:29
BRGRAZ12;0710;ÖVP;Österreichische Volkspartei;2;408;16;392;127;1;25.11.2012 06:19:22;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:19:29
BRGRAZ12;0710;FPÖ;Freiheitliche Partei Österreichs;3;408;16;392;63;1;25.11.2012 06:19:22;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:19:29
BRGRAZ12;0710;GRÜNE;Die Grünen - Die Grüne Alternative;4;408;16;392;44;1;25.11.2012 06:19:22;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:19:29
BRGRAZ12;0710;KPÖ;Kommunistische Partei Österreichs;5;408;16;392;65;1;25.11.2012 06:19:22;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:19:29
BRGRAZ12;0711;SPÖ;Sozialdemokratische Partei Österreichs;1;403;7;396;92;1;25.11.2012 06:58:43;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:58:51
BRGRAZ12;0711;ÖVP;Österreichische Volkspartei;2;403;7;396;143;1;25.11.2012 06:58:43;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:58:51
BRGRAZ12;0711;FPÖ;Freiheitliche Partei Österreichs;3;403;7;396;86;1;25.11.2012 06:58:43;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:58:51
BRGRAZ12;0711;GRÜNE;Die Grünen - Die Grüne Alternative;4;403;7;396;23;1;25.11.2012 06:58:43;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:58:51
BRGRAZ12;0711;KPÖ;Kommunistische Partei Österreichs;5;403;7;396;52;1;25.11.2012 06:58:43;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:58:51
BRGRAZ12;0712;SPÖ;Sozialdemokratische Partei Österreichs;1;385;35;350;92;1;25.11.2012 06:37:19;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:37:27
BRGRAZ12;0712;ÖVP;Österreichische Volkspartei;2;385;35;350;148;1;25.11.2012 06:37:19;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:37:27
BRGRAZ12;0712;FPÖ;Freiheitliche Partei Österreichs;3;385;35;350;55;1;25.11.2012 06:37:19;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:37:27
BRGRAZ12;0712;GRÜNE;Die Grünen - Die Grüne Alternative;4;385;35;350;21;1;25.11.2012 06:37:19;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:37:27
BRGRAZ12;0712;KPÖ;Kommunistische Partei Österreichs;5;385;35;350;34;1;25.11.2012 06:37:19;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T18:37:27
BRGRAZ12;0713;SPÖ;Sozialdemokratische Partei Österreichs;1;415;14;401;95;1;25.11.2012 07:30:41;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:30:48
BRGRAZ12;0713;ÖVP;Österreichische Volkspartei;2;415;14;401;175;1;25.11.2012 07:30:41;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:30:48
BRGRAZ12;0713;FPÖ;Freiheitliche Partei Österreichs;3;415;14;401;65;1;25.11.2012 07:30:41;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:30:48
BRGRAZ12;0713;GRÜNE;Die Grünen - Die Grüne Alternative;4;415;14;401;19;1;25.11.2012 07:30:41;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:30:48
BRGRAZ12;0713;KPÖ;Kommunistische Partei Österreichs;5;415;14;401;47;1;25.11.2012 07:30:41;Rieder Bernhard/p12145@intra.graz.at/p12145@intra.graz.at/GGA-60101/2012-11-25T19:30:48
BRGRAZ12;0714;SPÖ;Sozialdemokratische Partei Österreichs;1;359;10;349;96;1;25.11.2012 06:25:55;Baumgartner Erwin/e01319@intra.graz.at/e01319@intra.graz.at/GGA-60101/2012-11-25T18:26:02
BRGRAZ12;0714;ÖVP;Österreichische Volkspartei;2;359;10;349;112;1;25.11.2012 06:25:55;Baumgartner Erwin/e01319@intra.graz.at/e01319@intra.graz.at/GGA-60101/2012-11-25T18:26:02
BRGRAZ12;0714;FPÖ;Freiheitliche Partei Österreichs;3;359;10;349;71;1;25.11.2012 06:25:55;Baumgartner Erwin/e01319@intra.graz.at/e01319@intra.graz.at/GGA-60101/2012-11-25T18:26:02
BRGRAZ12;0714;GRÜNE;Die Grünen - Die Grüne Alternative;4;359;10;349;17;1;25.11.2012 06:25:55;Baumgartner Erwin/e01319@intra.graz.at/e01319@intra.graz.at/GGA-60101/2012-11-25T18:26:02
BRGRAZ12;0714;KPÖ;Kommunistische Partei Österreichs;5;359;10;349;53;1;25.11.2012 06:25:55;Baumgartner Erwin/e01319@intra.graz.at/e01319@intra.graz.at/GGA-60101/2012-11-25T18:26:02
BRGRAZ12;0798;SPÖ;Sozialdemokratische Partei Österreichs;1;165;2;163;46;1;27.11.2012 08:54:30;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:54:31
BRGRAZ12;0798;ÖVP;Österreichische Volkspartei;2;165;2;163;75;1;27.11.2012 08:54:30;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:54:31
BRGRAZ12;0798;FPÖ;Freiheitliche Partei Österreichs;3;165;2;163;16;1;27.11.2012 08:54:30;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:54:31
BRGRAZ12;0798;GRÜNE;Die Grünen - Die Grüne Alternative;4;165;2;163;13;1;27.11.2012 08:54:30;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:54:31
BRGRAZ12;0798;KPÖ;Kommunistische Partei Österreichs;5;165;2;163;13;1;27.11.2012 08:54:30;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:54:31
BRGRAZ12;0799;SPÖ;Sozialdemokratische Partei Österreichs;1;325;10;315;46;1;26.11.2012 02:21:22;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:21:27
BRGRAZ12;0799;ÖVP;Österreichische Volkspartei;2;325;10;315;153;1;26.11.2012 02:21:22;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:21:27
BRGRAZ12;0799;FPÖ;Freiheitliche Partei Österreichs;3;325;10;315;38;1;26.11.2012 02:21:22;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:21:27
BRGRAZ12;0799;GRÜNE;Die Grünen - Die Grüne Alternative;4;325;10;315;29;1;26.11.2012 02:21:22;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:21:27
BRGRAZ12;0799;KPÖ;Kommunistische Partei Österreichs;5;325;10;315;49;1;26.11.2012 02:21:22;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:21:27
BRGRAZ12;0801;SPÖ;Sozialdemokratische Partei Österreichs;1;442;46;396;53;1;25.11.2012 05:49:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:49:58
BRGRAZ12;0801;ÖVP;Österreichische Volkspartei;2;442;46;396;137;1;25.11.2012 05:49:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:49:58
BRGRAZ12;0801;FPÖ;Freiheitliche Partei Österreichs;3;442;46;396;61;1;25.11.2012 05:49:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:49:58
BRGRAZ12;0801;GRÜNE;Die Grünen - Die Grüne Alternative;4;442;46;396;76;1;25.11.2012 05:49:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:49:58
BRGRAZ12;0801;KPÖ;Kommunistische Partei Österreichs;5;442;46;396;69;1;25.11.2012 05:49:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:49:58
BRGRAZ12;0802;SPÖ;Sozialdemokratische Partei Österreichs;1;360;30;330;45;1;25.11.2012 05:41:25;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:32
BRGRAZ12;0802;ÖVP;Österreichische Volkspartei;2;360;30;330;132;1;25.11.2012 05:41:25;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:32
BRGRAZ12;0802;FPÖ;Freiheitliche Partei Österreichs;3;360;30;330;52;1;25.11.2012 05:41:25;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:32
BRGRAZ12;0802;GRÜNE;Die Grünen - Die Grüne Alternative;4;360;30;330;66;1;25.11.2012 05:41:25;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:32
BRGRAZ12;0802;KPÖ;Kommunistische Partei Österreichs;5;360;30;330;35;1;25.11.2012 05:41:25;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:32
BRGRAZ12;0803;SPÖ;Sozialdemokratische Partei Österreichs;1;419;27;392;50;1;25.11.2012 06:34:45;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:34:52
BRGRAZ12;0803;ÖVP;Österreichische Volkspartei;2;419;27;392;163;1;25.11.2012 06:34:45;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:34:52
BRGRAZ12;0803;FPÖ;Freiheitliche Partei Österreichs;3;419;27;392;39;1;25.11.2012 06:34:45;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:34:52
BRGRAZ12;0803;GRÜNE;Die Grünen - Die Grüne Alternative;4;419;27;392;77;1;25.11.2012 06:34:45;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:34:52
BRGRAZ12;0803;KPÖ;Kommunistische Partei Österreichs;5;419;27;392;63;1;25.11.2012 06:34:45;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:34:52
BRGRAZ12;0804;SPÖ;Sozialdemokratische Partei Österreichs;1;478;38;440;59;1;25.11.2012 05:59:27;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:59:34
BRGRAZ12;0804;ÖVP;Österreichische Volkspartei;2;478;38;440;155;1;25.11.2012 05:59:27;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:59:34
BRGRAZ12;0804;FPÖ;Freiheitliche Partei Österreichs;3;478;38;440;38;1;25.11.2012 05:59:27;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:59:34
BRGRAZ12;0804;GRÜNE;Die Grünen - Die Grüne Alternative;4;478;38;440;106;1;25.11.2012 05:59:27;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:59:34
BRGRAZ12;0804;KPÖ;Kommunistische Partei Österreichs;5;478;38;440;82;1;25.11.2012 05:59:27;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T17:59:34
BRGRAZ12;0805;SPÖ;Sozialdemokratische Partei Österreichs;1;445;35;410;42;1;25.11.2012 06:28:20;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:28:27
BRGRAZ12;0805;ÖVP;Österreichische Volkspartei;2;445;35;410;118;1;25.11.2012 06:28:20;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:28:27
BRGRAZ12;0805;FPÖ;Freiheitliche Partei Österreichs;3;445;35;410;39;1;25.11.2012 06:28:20;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:28:27
BRGRAZ12;0805;GRÜNE;Die Grünen - Die Grüne Alternative;4;445;35;410;142;1;25.11.2012 06:28:20;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:28:27
BRGRAZ12;0805;KPÖ;Kommunistische Partei Österreichs;5;445;35;410;69;1;25.11.2012 06:28:20;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:28:27
BRGRAZ12;0806;SPÖ;Sozialdemokratische Partei Österreichs;1;484;19;465;34;1;25.11.2012 06:49:55;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:50:02
BRGRAZ12;0806;ÖVP;Österreichische Volkspartei;2;484;19;465;226;1;25.11.2012 06:49:55;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:50:02
BRGRAZ12;0806;FPÖ;Freiheitliche Partei Österreichs;3;484;19;465;58;1;25.11.2012 06:49:55;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:50:02
BRGRAZ12;0806;GRÜNE;Die Grünen - Die Grüne Alternative;4;484;19;465;71;1;25.11.2012 06:49:55;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:50:02
BRGRAZ12;0806;KPÖ;Kommunistische Partei Österreichs;5;484;19;465;76;1;25.11.2012 06:49:55;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:50:02
BRGRAZ12;0807;SPÖ;Sozialdemokratische Partei Österreichs;1;462;56;406;41;1;25.11.2012 06:46:54;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:47:02
BRGRAZ12;0807;ÖVP;Österreichische Volkspartei;2;462;56;406;175;1;25.11.2012 06:46:54;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:47:02
BRGRAZ12;0807;FPÖ;Freiheitliche Partei Österreichs;3;462;56;406;55;1;25.11.2012 06:46:54;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:47:02
BRGRAZ12;0807;GRÜNE;Die Grünen - Die Grüne Alternative;4;462;56;406;75;1;25.11.2012 06:46:54;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:47:02
BRGRAZ12;0807;KPÖ;Kommunistische Partei Österreichs;5;462;56;406;60;1;25.11.2012 06:46:54;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:47:02
BRGRAZ12;0808;SPÖ;Sozialdemokratische Partei Österreichs;1;471;33;438;38;1;25.11.2012 06:30:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:31:00
BRGRAZ12;0808;ÖVP;Österreichische Volkspartei;2;471;33;438;228;1;25.11.2012 06:30:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:31:00
BRGRAZ12;0808;FPÖ;Freiheitliche Partei Österreichs;3;471;33;438;51;1;25.11.2012 06:30:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:31:00
BRGRAZ12;0808;GRÜNE;Die Grünen - Die Grüne Alternative;4;471;33;438;68;1;25.11.2012 06:30:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:31:00
BRGRAZ12;0808;KPÖ;Kommunistische Partei Österreichs;5;471;33;438;53;1;25.11.2012 06:30:52;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:31:00
BRGRAZ12;0809;SPÖ;Sozialdemokratische Partei Österreichs;1;381;34;347;33;1;25.11.2012 06:04:43;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:04:50
BRGRAZ12;0809;ÖVP;Österreichische Volkspartei;2;381;34;347;152;1;25.11.2012 06:04:43;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:04:50
BRGRAZ12;0809;FPÖ;Freiheitliche Partei Österreichs;3;381;34;347;45;1;25.11.2012 06:04:43;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:04:50
BRGRAZ12;0809;GRÜNE;Die Grünen - Die Grüne Alternative;4;381;34;347;51;1;25.11.2012 06:04:43;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:04:50
BRGRAZ12;0809;KPÖ;Kommunistische Partei Österreichs;5;381;34;347;66;1;25.11.2012 06:04:43;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:04:50
BRGRAZ12;0810;SPÖ;Sozialdemokratische Partei Österreichs;1;448;33;415;57;1;25.11.2012 06:23:51;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:23:58
BRGRAZ12;0810;ÖVP;Österreichische Volkspartei;2;448;33;415;193;1;25.11.2012 06:23:51;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:23:58
BRGRAZ12;0810;FPÖ;Freiheitliche Partei Österreichs;3;448;33;415;55;1;25.11.2012 06:23:51;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:23:58
BRGRAZ12;0810;GRÜNE;Die Grünen - Die Grüne Alternative;4;448;33;415;61;1;25.11.2012 06:23:51;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:23:58
BRGRAZ12;0810;KPÖ;Kommunistische Partei Österreichs;5;448;33;415;49;1;25.11.2012 06:23:51;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:23:58
BRGRAZ12;0811;SPÖ;Sozialdemokratische Partei Österreichs;1;416;28;388;54;1;25.11.2012 06:10:35;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:42
BRGRAZ12;0811;ÖVP;Österreichische Volkspartei;2;416;28;388;145;1;25.11.2012 06:10:35;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:42
BRGRAZ12;0811;FPÖ;Freiheitliche Partei Österreichs;3;416;28;388;46;1;25.11.2012 06:10:35;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:42
BRGRAZ12;0811;GRÜNE;Die Grünen - Die Grüne Alternative;4;416;28;388;70;1;25.11.2012 06:10:35;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:42
BRGRAZ12;0811;KPÖ;Kommunistische Partei Österreichs;5;416;28;388;73;1;25.11.2012 06:10:35;Robert Mayr/AT:L6:65113214/mayr@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:42
BRGRAZ12;0812;SPÖ;Sozialdemokratische Partei Österreichs;1;429;29;400;36;1;25.11.2012 05:56:58;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:57:05
BRGRAZ12;0812;ÖVP;Österreichische Volkspartei;2;429;29;400;214;1;25.11.2012 05:56:58;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:57:05
BRGRAZ12;0812;FPÖ;Freiheitliche Partei Österreichs;3;429;29;400;58;1;25.11.2012 05:56:58;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:57:05
BRGRAZ12;0812;GRÜNE;Die Grünen - Die Grüne Alternative;4;429;29;400;50;1;25.11.2012 05:56:58;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:57:05
BRGRAZ12;0812;KPÖ;Kommunistische Partei Österreichs;5;429;29;400;42;1;25.11.2012 05:56:58;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:57:05
BRGRAZ12;0813;SPÖ;Sozialdemokratische Partei Österreichs;1;516;66;450;81;1;25.11.2012 06:14:59;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:15:06
BRGRAZ12;0813;ÖVP;Österreichische Volkspartei;2;516;66;450;191;1;25.11.2012 06:14:59;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:15:06
BRGRAZ12;0813;FPÖ;Freiheitliche Partei Österreichs;3;516;66;450;79;1;25.11.2012 06:14:59;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:15:06
BRGRAZ12;0813;GRÜNE;Die Grünen - Die Grüne Alternative;4;516;66;450;51;1;25.11.2012 06:14:59;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:15:06
BRGRAZ12;0813;KPÖ;Kommunistische Partei Österreichs;5;516;66;450;48;1;25.11.2012 06:14:59;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:15:06
BRGRAZ12;0814;SPÖ;Sozialdemokratische Partei Österreichs;1;449;35;414;61;1;25.11.2012 06:54:48;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:54:55
BRGRAZ12;0814;ÖVP;Österreichische Volkspartei;2;449;35;414;179;1;25.11.2012 06:54:48;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:54:55
BRGRAZ12;0814;FPÖ;Freiheitliche Partei Österreichs;3;449;35;414;60;1;25.11.2012 06:54:48;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:54:55
BRGRAZ12;0814;GRÜNE;Die Grünen - Die Grüne Alternative;4;449;35;414;65;1;25.11.2012 06:54:48;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:54:55
BRGRAZ12;0814;KPÖ;Kommunistische Partei Österreichs;5;449;35;414;49;1;25.11.2012 06:54:48;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:54:55
BRGRAZ12;0815;SPÖ;Sozialdemokratische Partei Österreichs;1;509;47;462;78;1;25.11.2012 06:20:09;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:20:16
BRGRAZ12;0815;ÖVP;Österreichische Volkspartei;2;509;47;462;184;1;25.11.2012 06:20:09;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:20:16
BRGRAZ12;0815;FPÖ;Freiheitliche Partei Österreichs;3;509;47;462;79;1;25.11.2012 06:20:09;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:20:16
BRGRAZ12;0815;GRÜNE;Die Grünen - Die Grüne Alternative;4;509;47;462;50;1;25.11.2012 06:20:09;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:20:16
BRGRAZ12;0815;KPÖ;Kommunistische Partei Österreichs;5;509;47;462;71;1;25.11.2012 06:20:09;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T18:20:16
BRGRAZ12;0898;SPÖ;Sozialdemokratische Partei Österreichs;1;299;10;289;42;1;27.11.2012 08:55:24;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:55:25
BRGRAZ12;0898;ÖVP;Österreichische Volkspartei;2;299;10;289;129;1;27.11.2012 08:55:24;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:55:25
BRGRAZ12;0898;FPÖ;Freiheitliche Partei Österreichs;3;299;10;289;30;1;27.11.2012 08:55:24;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:55:25
BRGRAZ12;0898;GRÜNE;Die Grünen - Die Grüne Alternative;4;299;10;289;51;1;27.11.2012 08:55:24;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:55:25
BRGRAZ12;0898;KPÖ;Kommunistische Partei Österreichs;5;299;10;289;37;1;27.11.2012 08:55:24;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:55:25
BRGRAZ12;0899;SPÖ;Sozialdemokratische Partei Österreichs;1;631;20;611;55;1;26.11.2012 02:24:34;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:24:39
BRGRAZ12;0899;ÖVP;Österreichische Volkspartei;2;631;20;611;261;1;26.11.2012 02:24:34;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:24:39
