wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;anzspr;aenderung_am;aenderung_durch
GRGRAZ12;0625;PIRAT;Piratenpartei Graz;8;327;3;324;1;1;25.11.2012 06:07:44;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T18:07:51
GRGRAZ12;0625;;Einsparkraftwerk;9;327;3;324;1;1;25.11.2012 06:07:44;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T18:07:51
GRGRAZ12;0625;BBB;Betty Baloo Bande;10;327;3;324;0;1;25.11.2012 06:07:44;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T18:07:51
GRGRAZ12;0625;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;327;3;324;0;1;25.11.2012 06:07:44;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T18:07:51
GRGRAZ12;0626;SPÖ;Sozialdemokratische Partei Österreichs;1;332;0;332;66;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;ÖVP;Österreichische Volkspartei;2;332;0;332;65;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;FPÖ;Freiheitliche Partei Österreichs;3;332;0;332;60;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;GRÜNE;Die Grünen - Die Grüne Alternative;4;332;0;332;27;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;KPÖ;Kommunistische Partei Österreichs;5;332;0;332;101;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;BZÖ;BZÖ Wir säubern Graz;6;332;0;332;7;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;CP-G;Christliche Partei-Grössler;7;332;0;332;0;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;PIRAT;Piratenpartei Graz;8;332;0;332;4;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;;Einsparkraftwerk;9;332;0;332;1;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;BBB;Betty Baloo Bande;10;332;0;332;1;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0626;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;332;0;332;0;1;25.11.2012 04:39:32;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:39:38
GRGRAZ12;0627;SPÖ;Sozialdemokratische Partei Österreichs;1;285;2;283;84;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;ÖVP;Österreichische Volkspartei;2;285;2;283;40;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;FPÖ;Freiheitliche Partei Österreichs;3;285;2;283;56;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;GRÜNE;Die Grünen - Die Grüne Alternative;4;285;2;283;9;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;KPÖ;Kommunistische Partei Österreichs;5;285;2;283;84;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;BZÖ;BZÖ Wir säubern Graz;6;285;2;283;2;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;CP-G;Christliche Partei-Grössler;7;285;2;283;0;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;PIRAT;Piratenpartei Graz;8;285;2;283;7;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;;Einsparkraftwerk;9;285;2;283;0;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;BBB;Betty Baloo Bande;10;285;2;283;0;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0627;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;285;2;283;1;1;25.11.2012 05:11:22;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T17:11:28
GRGRAZ12;0628;SPÖ;Sozialdemokratische Partei Österreichs;1;215;21;194;38;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;ÖVP;Österreichische Volkspartei;2;215;21;194;30;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;FPÖ;Freiheitliche Partei Österreichs;3;215;21;194;44;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;GRÜNE;Die Grünen - Die Grüne Alternative;4;215;21;194;5;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;KPÖ;Kommunistische Partei Österreichs;5;215;21;194;72;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;BZÖ;BZÖ Wir säubern Graz;6;215;21;194;4;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;CP-G;Christliche Partei-Grössler;7;215;21;194;0;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;PIRAT;Piratenpartei Graz;8;215;21;194;1;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;;Einsparkraftwerk;9;215;21;194;0;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;BBB;Betty Baloo Bande;10;215;21;194;0;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0628;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;215;21;194;0;1;25.11.2012 04:26:38;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T16:26:44
GRGRAZ12;0629;SPÖ;Sozialdemokratische Partei Österreichs;1;239;10;229;40;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;ÖVP;Österreichische Volkspartei;2;239;10;229;40;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;FPÖ;Freiheitliche Partei Österreichs;3;239;10;229;45;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;GRÜNE;Die Grünen - Die Grüne Alternative;4;239;10;229;14;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;KPÖ;Kommunistische Partei Österreichs;5;239;10;229;80;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;BZÖ;BZÖ Wir säubern Graz;6;239;10;229;3;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;CP-G;Christliche Partei-Grössler;7;239;10;229;2;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;PIRAT;Piratenpartei Graz;8;239;10;229;5;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;;Einsparkraftwerk;9;239;10;229;0;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;BBB;Betty Baloo Bande;10;239;10;229;0;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0629;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;239;10;229;0;1;25.11.2012 04:36:59;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T16:37:04
GRGRAZ12;0630;SPÖ;Sozialdemokratische Partei Österreichs;1;306;1;305;69;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;ÖVP;Österreichische Volkspartei;2;306;1;305;75;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;FPÖ;Freiheitliche Partei Österreichs;3;306;1;305;62;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;GRÜNE;Die Grünen - Die Grüne Alternative;4;306;1;305;10;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;KPÖ;Kommunistische Partei Österreichs;5;306;1;305;77;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;BZÖ;BZÖ Wir säubern Graz;6;306;1;305;8;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;CP-G;Christliche Partei-Grössler;7;306;1;305;0;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;PIRAT;Piratenpartei Graz;8;306;1;305;3;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;;Einsparkraftwerk;9;306;1;305;1;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;BBB;Betty Baloo Bande;10;306;1;305;0;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0630;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;306;1;305;0;1;25.11.2012 05:59:25;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:59:32
GRGRAZ12;0631;SPÖ;Sozialdemokratische Partei Österreichs;1;220;5;215;40;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;ÖVP;Österreichische Volkspartei;2;220;5;215;41;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;FPÖ;Freiheitliche Partei Österreichs;3;220;5;215;45;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;GRÜNE;Die Grünen - Die Grüne Alternative;4;220;5;215;21;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;KPÖ;Kommunistische Partei Österreichs;5;220;5;215;58;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;BZÖ;BZÖ Wir säubern Graz;6;220;5;215;4;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;CP-G;Christliche Partei-Grössler;7;220;5;215;0;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;PIRAT;Piratenpartei Graz;8;220;5;215;4;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;;Einsparkraftwerk;9;220;5;215;0;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;BBB;Betty Baloo Bande;10;220;5;215;1;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0631;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;220;5;215;1;1;25.11.2012 05:52:06;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:52:13
GRGRAZ12;0701;SPÖ;Sozialdemokratische Partei Österreichs;1;316;7;309;70;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;ÖVP;Österreichische Volkspartei;2;316;7;309;69;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;FPÖ;Freiheitliche Partei Österreichs;3;316;7;309;54;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;GRÜNE;Die Grünen - Die Grüne Alternative;4;316;7;309;7;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;KPÖ;Kommunistische Partei Österreichs;5;316;7;309;102;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;BZÖ;BZÖ Wir säubern Graz;6;316;7;309;5;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;CP-G;Christliche Partei-Grössler;7;316;7;309;1;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;PIRAT;Piratenpartei Graz;8;316;7;309;0;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;;Einsparkraftwerk;9;316;7;309;1;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;BBB;Betty Baloo Bande;10;316;7;309;0;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0701;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;316;7;309;0;1;25.11.2012 04:46:03;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:46:09
GRGRAZ12;0702;SPÖ;Sozialdemokratische Partei Österreichs;1;306;0;306;68;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;ÖVP;Österreichische Volkspartei;2;306;0;306;104;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;FPÖ;Freiheitliche Partei Österreichs;3;306;0;306;42;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;GRÜNE;Die Grünen - Die Grüne Alternative;4;306;0;306;9;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;KPÖ;Kommunistische Partei Österreichs;5;306;0;306;65;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;BZÖ;BZÖ Wir säubern Graz;6;306;0;306;4;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;CP-G;Christliche Partei-Grössler;7;306;0;306;2;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;PIRAT;Piratenpartei Graz;8;306;0;306;11;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;;Einsparkraftwerk;9;306;0;306;0;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;BBB;Betty Baloo Bande;10;306;0;306;0;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0702;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;306;0;306;1;1;25.11.2012 05:28:55;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:29:02
GRGRAZ12;0703;SPÖ;Sozialdemokratische Partei Österreichs;1;364;6;358;52;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;ÖVP;Österreichische Volkspartei;2;364;6;358;142;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;FPÖ;Freiheitliche Partei Österreichs;3;364;6;358;56;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;GRÜNE;Die Grünen - Die Grüne Alternative;4;364;6;358;23;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;KPÖ;Kommunistische Partei Österreichs;5;364;6;358;72;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;BZÖ;BZÖ Wir säubern Graz;6;364;6;358;4;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;CP-G;Christliche Partei-Grössler;7;364;6;358;0;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;PIRAT;Piratenpartei Graz;8;364;6;358;7;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;;Einsparkraftwerk;9;364;6;358;2;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;BBB;Betty Baloo Bande;10;364;6;358;0;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0703;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;364;6;358;0;1;25.11.2012 06:18:12;Pfundner Thomas/p14930@intra.graz.at/p14930@intra.graz.at/GGA-60101/2012-11-25T18:18:19
GRGRAZ12;0704;SPÖ;Sozialdemokratische Partei Österreichs;1;325;5;320;44;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;ÖVP;Österreichische Volkspartei;2;325;5;320;67;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;FPÖ;Freiheitliche Partei Österreichs;3;325;5;320;74;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;GRÜNE;Die Grünen - Die Grüne Alternative;4;325;5;320;15;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;KPÖ;Kommunistische Partei Österreichs;5;325;5;320;100;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;BZÖ;BZÖ Wir säubern Graz;6;325;5;320;8;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;CP-G;Christliche Partei-Grössler;7;325;5;320;1;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;PIRAT;Piratenpartei Graz;8;325;5;320;8;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;;Einsparkraftwerk;9;325;5;320;0;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;BBB;Betty Baloo Bande;10;325;5;320;0;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0704;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;325;5;320;3;1;25.11.2012 04:41:43;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T16:41:49
GRGRAZ12;0705;SPÖ;Sozialdemokratische Partei Österreichs;1;434;6;428;88;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;ÖVP;Österreichische Volkspartei;2;434;6;428;182;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;FPÖ;Freiheitliche Partei Österreichs;3;434;6;428;69;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;GRÜNE;Die Grünen - Die Grüne Alternative;4;434;6;428;24;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;KPÖ;Kommunistische Partei Österreichs;5;434;6;428;49;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;BZÖ;BZÖ Wir säubern Graz;6;434;6;428;6;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;CP-G;Christliche Partei-Grössler;7;434;6;428;1;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;PIRAT;Piratenpartei Graz;8;434;6;428;6;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
GRGRAZ12;0705;;Einsparkraftwerk;9;434;6;428;0;1;25.11.2012 04:57:48;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T16:57:54
